用户ID (User ID),用户行为 (User behaviour),博主ID (Blogger ID),时间 (Time)
U67883,1,B5,2024-07-22 21:11:47
U67883,1,B20,2024-07-22 21:16:10
U67883,2,B20,2024-07-22 21:16:10
U67883,1,B18,2024-07-22 21:17:25
U67883,3,B18,2024-07-22 21:17:25
U17188,1,B5,2024-07-22 22:20:36
U17188,1,B2,2024-07-22 22:22:13
U17188,2,B2,2024-07-22 22:22:13
U17188,1,B3,2024-07-22 22:23:37
U17188,2,B3,2024-07-22 22:23:37
U17188,1,B6,2024-07-22 22:24:42
U17188,1,B53,2024-07-22 22:38:21
U17188,3,B53,2024-07-22 22:38:21
U248,1,B15,2024-07-22 22:12:02
U248,1,B21,2024-07-22 22:14:16
U248,3,B21,2024-07-22 22:14:16
U248,1,B2,2024-07-22 22:22:11
U248,2,B2,2024-07-22 22:22:11
U248,1,B5,2024-07-22 22:22:37
U248,1,B4,2024-07-22 22:25:16
U248,2,B4,2024-07-22 22:25:16
U252,1,B13,2024-07-22 18:24:13
U252,1,B7,2024-07-22 18:25:28
U252,1,B8,2024-07-22 18:27:18
U252,2,B8,2024-07-22 18:27:18
U252,1,B3,2024-07-22 18:28:40
U252,2,B3,2024-07-22 18:28:40
U252,1,B6,2024-07-22 18:30:38
U252,2,B6,2024-07-22 18:30:38
U255,1,B4,2024-07-22 18:43:49
U255,1,B23,2024-07-22 18:47:34
U255,3,B23,2024-07-22 18:47:34
U255,1,B24,2024-07-22 18:49:13
U255,2,B24,2024-07-22 18:49:13
U255,1,B25,2024-07-22 18:50:39
U255,2,B25,2024-07-22 18:50:39
U255,1,B72,2024-07-22 18:53:31
U255,2,B72,2024-07-22 18:53:31
U255,1,B13,2024-07-22 18:56:08
U255,2,B13,2024-07-22 18:56:08
U255,1,B8,2024-07-22 19:01:11
U255,2,B8,2024-07-22 19:01:11
U67892,1,B26,2024-07-22 21:17:19
U67892,2,B26,2024-07-22 21:17:19
U67892,1,B18,2024-07-22 21:30:21
U67892,2,B18,2024-07-22 21:30:21
U67892,3,B18,2024-07-22 21:30:21
U67892,1,B5,2024-07-22 21:35:13
U67892,3,B5,2024-07-22 21:35:13
U67892,1,B60,2024-07-22 21:36:32
U67892,2,B60,2024-07-22 21:36:32
U67892,1,B21,2024-07-22 21:37:13
U67892,3,B21,2024-07-22 21:37:13
U67892,1,B15,2024-07-22 21:39:27
U67892,3,B15,2024-07-22 21:39:27
U67892,1,B17,2024-07-22 21:47:27
U67892,3,B17,2024-07-22 21:47:27
U67892,1,B10,2024-07-22 21:51:56
U67892,3,B10,2024-07-22 21:51:56
U67892,1,B35,2024-07-22 21:56:12
U67892,1,B17,2024-07-22 23:14:01
U67892,2,B17,2024-07-22 23:14:01
U67892,1,B15,2024-07-22 23:30:10
U67892,2,B15,2024-07-22 23:30:10
U67892,3,B15,2024-07-22 23:30:10
U67892,1,B21,2024-07-22 23:32:10
U67892,3,B21,2024-07-22 23:32:10
U67892,1,B23,2024-07-22 23:34:32
U67892,2,B23,2024-07-22 23:34:32
U257,1,B7,2024-07-22 17:07:47
U257,2,B7,2024-07-22 17:07:47
U257,3,B7,2024-07-22 17:07:47
U257,1,B21,2024-07-22 17:10:56
U257,2,B21,2024-07-22 17:10:56
U257,1,B23,2024-07-22 17:13:47
U257,2,B23,2024-07-22 17:13:47
U257,1,B76,2024-07-22 17:29:55
U257,2,B76,2024-07-22 17:29:55
U257,3,B76,2024-07-22 17:29:55
U257,1,B4,2024-07-22 17:31:37
U257,2,B4,2024-07-22 17:31:37
U257,1,B24,2024-07-22 17:34:40
U257,1,B25,2024-07-22 17:36:10
U257,2,B25,2024-07-22 17:36:10
U257,1,B12,2024-07-22 17:41:47
U257,2,B12,2024-07-22 17:41:47
U36950,1,B21,2024-07-22 22:58:46
U36950,3,B21,2024-07-22 22:58:46
U36950,1,B7,2024-07-22 23:02:36
U36950,2,B7,2024-07-22 23:02:36
U36950,1,B27,2024-07-22 23:03:31
U36950,1,B53,2024-07-22 23:08:50
U47501,1,B7,2024-07-22 23:45:01
U47501,2,B7,2024-07-22 23:45:01
U47501,1,B21,2024-07-22 23:47:29
U47501,2,B21,2024-07-22 23:47:29
U47501,1,B15,2024-07-22 23:55:11
U47501,3,B15,2024-07-22 23:55:11
U47501,1,B13,2024-07-22 23:57:35
U265,1,B5,2024-07-22 20:49:35
U265,2,B5,2024-07-22 20:49:35
U265,1,B21,2024-07-22 20:51:31
U265,2,B21,2024-07-22 20:51:31
U265,1,B7,2024-07-22 20:55:45
U265,2,B7,2024-07-22 20:55:45
U265,1,B27,2024-07-22 20:56:35
U265,1,B7,2024-07-22 22:29:27
U265,1,B21,2024-07-22 22:32:50
U265,2,B21,2024-07-22 22:32:50
U265,1,B5,2024-07-22 22:34:02
U265,1,B20,2024-07-22 22:44:43
U265,2,B20,2024-07-22 22:44:43
U265,3,B20,2024-07-22 22:44:43
U265,1,B18,2024-07-22 22:45:11
U53816,1,B19,2024-07-22 19:30:58
U53816,2,B19,2024-07-22 19:30:58
U53816,1,B18,2024-07-22 19:32:03
U53816,2,B18,2024-07-22 19:32:03
U53816,1,B5,2024-07-22 19:36:24
U53816,2,B5,2024-07-22 19:36:24
U53816,1,B21,2024-07-22 19:37:51
U53816,2,B21,2024-07-22 19:37:51
U26977,1,B45,2024-07-22 17:01:30
U26977,2,B45,2024-07-22 17:01:30
U26977,1,B59,2024-07-22 17:03:13
U26977,3,B59,2024-07-22 17:03:13
U26977,1,B17,2024-07-22 17:20:56
U26977,2,B17,2024-07-22 17:20:56
U26977,3,B17,2024-07-22 17:20:56
U26977,1,B15,2024-07-22 17:27:13
U26977,2,B15,2024-07-22 17:27:13
U26977,1,B15,2024-07-22 21:10:06
U26977,2,B15,2024-07-22 21:10:06
U26977,1,B24,2024-07-22 21:13:10
U26977,2,B24,2024-07-22 21:13:10
U26977,1,B23,2024-07-22 21:14:48
U26977,1,B4,2024-07-22 21:16:13
U26977,1,B76,2024-07-22 21:17:06
U26977,2,B76,2024-07-22 21:17:06
U274,1,B15,2024-07-22 21:35:43
U274,2,B15,2024-07-22 21:35:43
U274,1,B21,2024-07-22 21:37:20
U274,2,B21,2024-07-22 21:37:20
U274,1,B60,2024-07-22 21:39:06
U274,3,B60,2024-07-22 21:39:06
U274,1,B5,2024-07-22 21:39:36
U274,2,B5,2024-07-22 21:39:36
U280,1,B5,2024-07-22 19:33:40
U280,2,B5,2024-07-22 19:33:40
U280,1,B20,2024-07-22 19:36:27
U280,2,B20,2024-07-22 19:36:27
U280,1,B18,2024-07-22 19:36:52
U280,1,B19,2024-07-22 19:38:57
U280,3,B19,2024-07-22 19:38:57
U283,1,B21,2024-07-22 18:37:48
U283,2,B21,2024-07-22 18:37:48
U283,1,B5,2024-07-22 18:40:33
U283,2,B5,2024-07-22 18:40:33
U283,1,B20,2024-07-22 18:44:21
U283,2,B20,2024-07-22 18:44:21
U283,1,B18,2024-07-22 18:44:54
U283,1,B19,2024-07-22 18:47:03
U283,3,B19,2024-07-22 18:47:03
U284,1,B27,2024-07-22 20:11:13
U284,2,B27,2024-07-22 20:11:13
U284,3,B27,2024-07-22 20:11:13
U284,1,B72,2024-07-22 20:43:26
U284,2,B72,2024-07-22 20:43:26
U284,3,B72,2024-07-22 20:43:26
U284,1,B16,2024-07-22 20:45:49
U284,2,B16,2024-07-22 20:45:49
U284,1,B15,2024-07-22 20:59:09
U284,2,B15,2024-07-22 20:59:09
U284,3,B15,2024-07-22 20:59:09
U284,1,B8,2024-07-22 21:04:36
U17206,1,B18,2024-07-22 18:01:22
U17206,1,B5,2024-07-22 18:03:44
U17206,1,B60,2024-07-22 18:04:58
U17206,2,B60,2024-07-22 18:04:58
U17206,1,B21,2024-07-22 18:05:20
U17206,2,B21,2024-07-22 18:05:20
U17206,1,B15,2024-07-22 18:06:58
U17206,2,B15,2024-07-22 18:06:58
U17206,1,B25,2024-07-22 18:10:34
U17206,2,B25,2024-07-22 18:10:34
U17206,1,B23,2024-07-22 18:36:04
U17206,3,B23,2024-07-22 18:36:04
U17206,1,B4,2024-07-22 18:38:31
U17206,2,B4,2024-07-22 18:38:31
U17206,1,B76,2024-07-22 18:39:12
U48085,1,B72,2024-07-22 20:41:01
U48085,1,B13,2024-07-22 20:42:18
U48085,1,B8,2024-07-22 20:46:47
U48085,2,B8,2024-07-22 20:46:47
U48085,1,B3,2024-07-22 20:47:40
U48085,1,B6,2024-07-22 20:48:23
U294,1,B5,2024-07-22 23:43:53
U294,3,B5,2024-07-22 23:43:53
U294,1,B2,2024-07-22 23:46:33
U294,3,B2,2024-07-22 23:46:33
U294,1,B7,2024-07-22 23:55:25
U294,2,B7,2024-07-22 23:55:25
U294,1,B21,2024-07-22 23:58:08
U294,2,B21,2024-07-22 23:58:08
U53832,1,B8,2024-07-22 21:51:06
U53832,2,B8,2024-07-22 21:51:06
U53832,1,B3,2024-07-22 21:52:05
U53832,1,B2,2024-07-22 21:53:43
U53832,1,B5,2024-07-22 21:54:08
U53832,1,B4,2024-07-22 22:22:17
U53832,2,B4,2024-07-22 22:22:17
U53832,3,B4,2024-07-22 22:22:17
U26991,1,B5,2024-07-22 17:35:54
U26991,2,B5,2024-07-22 17:35:54
U26991,1,B21,2024-07-22 17:37:42
U26991,2,B21,2024-07-22 17:37:42
U26991,1,B15,2024-07-22 17:38:40
U26991,2,B15,2024-07-22 17:38:40
U26991,1,B13,2024-07-22 17:43:43
U26991,2,B13,2024-07-22 17:43:43
U26991,1,B63,2024-07-22 17:53:53
U26991,2,B63,2024-07-22 17:53:53
U17215,1,B13,2024-07-22 16:45:58
U17215,1,B45,2024-07-22 17:24:58
U17215,3,B45,2024-07-22 17:24:58
U17215,1,B59,2024-07-22 17:25:59
U17215,2,B59,2024-07-22 17:25:59
U17215,1,B10,2024-07-22 17:54:14
U17215,2,B10,2024-07-22 17:54:14
U53840,1,B5,2024-07-22 17:13:12
U53840,1,B21,2024-07-22 17:15:40
U53840,2,B21,2024-07-22 17:15:40
U53840,1,B7,2024-07-22 17:19:50
U53840,2,B7,2024-07-22 17:19:50
U53840,1,B27,2024-07-22 17:21:24
U53840,2,B27,2024-07-22 17:21:24
U53840,1,B21,2024-07-22 20:26:49
U53840,2,B21,2024-07-22 20:26:49
U53840,1,B23,2024-07-22 20:29:02
U53840,1,B34,2024-07-22 20:48:18
U53840,3,B34,2024-07-22 20:48:18
U53840,1,B24,2024-07-22 20:50:16
U53840,2,B24,2024-07-22 20:50:16
U53840,1,B25,2024-07-22 20:51:34
U53840,2,B25,2024-07-22 20:51:34
U53840,1,B15,2024-07-22 21:11:36
U53840,2,B15,2024-07-22 21:11:36
U53840,3,B15,2024-07-22 21:11:36
U53840,1,B13,2024-07-22 21:15:43
U53840,2,B13,2024-07-22 21:15:43
U53840,1,B45,2024-07-22 22:42:36
U53840,2,B45,2024-07-22 22:42:36
U53840,1,B59,2024-07-22 22:43:58
U53840,2,B59,2024-07-22 22:43:58
U53840,1,B44,2024-07-22 22:44:31
U53840,2,B44,2024-07-22 22:44:31
U53840,1,B47,2024-07-22 22:45:10
U53840,2,B47,2024-07-22 22:45:10
U53840,1,B42,2024-07-22 22:46:59
U53840,3,B42,2024-07-22 22:46:59
U53840,1,B52,2024-07-22 22:47:50
U53840,2,B52,2024-07-22 22:47:50
U67912,1,B60,2024-07-22 18:01:40
U67912,3,B60,2024-07-22 18:01:40
U67912,1,B21,2024-07-22 18:01:58
U67912,2,B21,2024-07-22 18:01:58
U67912,1,B15,2024-07-22 18:03:02
U67912,2,B15,2024-07-22 18:03:02
U67912,1,B72,2024-07-22 18:07:09
U67912,2,B72,2024-07-22 18:07:09
U67912,1,B63,2024-07-22 18:14:55
U67912,2,B63,2024-07-22 18:14:55
U309,1,B19,2024-07-22 23:21:29
U309,2,B19,2024-07-22 23:21:29
U309,1,B18,2024-07-22 23:22:24
U309,1,B5,2024-07-22 23:26:52
U309,2,B5,2024-07-22 23:26:52
U309,1,B21,2024-07-22 23:28:52
U309,2,B21,2024-07-22 23:28:52
U309,1,B15,2024-07-22 23:30:01
U309,2,B15,2024-07-22 23:30:01
U315,1,B47,2024-07-22 18:42:05
U315,2,B47,2024-07-22 18:42:05
U315,1,B44,2024-07-22 18:42:45
U315,2,B44,2024-07-22 18:42:45
U315,1,B59,2024-07-22 18:43:49
U315,3,B59,2024-07-22 18:43:49
U315,1,B45,2024-07-22 18:44:53
U315,2,B45,2024-07-22 18:44:53
U315,1,B13,2024-07-22 19:00:31
U315,2,B13,2024-07-22 19:00:31
U315,3,B13,2024-07-22 19:00:31
U315,1,B12,2024-07-22 20:10:58
U315,1,B45,2024-07-22 20:14:29
U315,2,B45,2024-07-22 20:14:29
U315,1,B59,2024-07-22 20:15:34
U315,2,B59,2024-07-22 20:15:34
U315,1,B44,2024-07-22 20:16:02
U315,1,B47,2024-07-22 20:16:42
U315,2,B47,2024-07-22 20:16:42
U17224,1,B22,2024-07-22 17:48:31
U17224,2,B22,2024-07-22 17:48:31
U17224,1,B19,2024-07-22 18:18:33
U17224,2,B19,2024-07-22 18:18:33
U17224,3,B19,2024-07-22 18:18:33
U17224,1,B18,2024-07-22 18:19:41
U17224,2,B18,2024-07-22 18:19:41
U17224,1,B5,2024-07-22 18:33:49
U17224,2,B5,2024-07-22 18:33:49
U17224,3,B5,2024-07-22 18:33:49
U17224,1,B21,2024-07-22 18:35:47
U17224,2,B21,2024-07-22 18:35:47
U17224,1,B15,2024-07-22 18:38:15
U17224,3,B15,2024-07-22 18:38:15
U17224,1,B45,2024-07-22 18:46:21
U17224,2,B45,2024-07-22 18:46:21
U17224,1,B13,2024-07-22 19:12:41
U17224,2,B13,2024-07-22 19:12:41
U17224,1,B8,2024-07-22 20:21:34
U17224,3,B8,2024-07-22 20:21:34
U17224,1,B2,2024-07-22 20:26:26
U17224,2,B2,2024-07-22 20:26:26
U17224,1,B5,2024-07-22 20:27:43
U17224,3,B5,2024-07-22 20:27:43
U17224,1,B4,2024-07-22 20:29:10
U36989,1,B5,2024-07-22 22:11:01
U36989,2,B5,2024-07-22 22:11:01
U36989,1,B60,2024-07-22 22:13:56
U36989,3,B60,2024-07-22 22:13:56
U36989,1,B21,2024-07-22 22:14:10
U36989,1,B15,2024-07-22 22:15:35
U36989,2,B15,2024-07-22 22:15:35
U36989,1,B45,2024-07-22 23:02:01
U36989,2,B45,2024-07-22 23:02:01
U36989,1,B13,2024-07-22 23:07:06
U36989,2,B13,2024-07-22 23:07:06
U36989,1,B21,2024-07-22 23:17:22
U36989,3,B21,2024-07-22 23:17:22
U36989,1,B23,2024-07-22 23:21:31
U36989,2,B23,2024-07-22 23:21:31
U36989,1,B4,2024-07-22 23:23:23
U36989,2,B4,2024-07-22 23:23:23
U36989,1,B76,2024-07-22 23:24:10
U36991,1,B43,2024-07-22 16:53:04
U36991,3,B43,2024-07-22 16:53:04
U36991,1,B52,2024-07-22 16:53:48
U36991,2,B52,2024-07-22 16:53:48
U36991,1,B42,2024-07-22 16:55:18
U36991,3,B42,2024-07-22 16:55:18
U36991,1,B47,2024-07-22 16:56:04
U36991,2,B47,2024-07-22 16:56:04
U36991,1,B44,2024-07-22 16:56:57
U36991,2,B44,2024-07-22 16:56:57
U36991,1,B59,2024-07-22 16:57:38
U36991,2,B59,2024-07-22 16:57:38
U36991,1,B45,2024-07-22 16:58:58
U36991,2,B45,2024-07-22 16:58:58
U36991,1,B18,2024-07-22 20:05:44
U36991,2,B18,2024-07-22 20:05:44
U36991,1,B21,2024-07-22 20:24:27
U36991,2,B21,2024-07-22 20:24:27
U36991,1,B7,2024-07-22 20:28:56
U36991,2,B7,2024-07-22 20:28:56
U36991,1,B27,2024-07-22 20:30:02
U36991,1,B71,2024-07-22 20:36:46
U36991,2,B71,2024-07-22 20:36:46
U36991,1,B44,2024-07-22 21:37:20
U36991,2,B44,2024-07-22 21:37:20
U36991,1,B47,2024-07-22 21:37:50
U36991,2,B47,2024-07-22 21:37:50
U36991,1,B42,2024-07-22 21:39:08
U36991,3,B42,2024-07-22 21:39:08
U36991,1,B52,2024-07-22 21:39:52
U36991,2,B52,2024-07-22 21:39:52
U36991,1,B43,2024-07-22 21:40:32
U36991,2,B43,2024-07-22 21:40:32
U17228,1,B21,2024-07-22 17:35:59
U17228,3,B21,2024-07-22 17:35:59
U17228,1,B2,2024-07-22 18:04:13
U17228,2,B2,2024-07-22 18:04:13
U17228,3,B2,2024-07-22 18:04:13
U17228,1,B5,2024-07-22 18:04:50
U17228,2,B5,2024-07-22 18:04:50
U17228,1,B60,2024-07-22 18:05:47
U17228,1,B15,2024-07-22 19:08:11
U17228,1,B25,2024-07-22 19:15:21
U17228,3,B25,2024-07-22 19:15:21
U17228,1,B5,2024-07-22 19:25:29
U17228,2,B5,2024-07-22 19:25:29
U17228,1,B20,2024-07-22 19:29:03
U17228,2,B20,2024-07-22 19:29:03
U17228,1,B18,2024-07-22 19:29:39
U17228,2,B18,2024-07-22 19:29:39
U17228,1,B19,2024-07-22 19:31:37
U17228,2,B19,2024-07-22 19:31:37
U17228,1,B4,2024-07-22 21:48:08
U17228,3,B4,2024-07-22 21:48:08
U17228,1,B5,2024-07-22 21:50:31
U17228,2,B5,2024-07-22 21:50:31
U17228,1,B21,2024-07-22 21:52:31
U17228,2,B21,2024-07-22 21:52:31
U17228,1,B7,2024-07-22 21:56:57
U17228,2,B7,2024-07-22 21:56:57
U17228,1,B27,2024-07-22 21:59:46
U17228,3,B27,2024-07-22 21:59:46
U48097,1,B4,2024-07-22 22:23:18
U48097,2,B4,2024-07-22 22:23:18
U48097,1,B23,2024-07-22 22:25:49
U48097,2,B23,2024-07-22 22:25:49
U48097,1,B24,2024-07-22 22:26:55
U48097,2,B24,2024-07-22 22:26:55
U48097,1,B25,2024-07-22 22:28:20
U48097,2,B25,2024-07-22 22:28:20
U48097,1,B12,2024-07-22 22:33:51
U48097,2,B12,2024-07-22 22:33:51
U36993,1,B7,2024-07-22 20:34:33
U36993,2,B7,2024-07-22 20:34:33
U36993,1,B8,2024-07-22 20:36:27
U36993,2,B8,2024-07-22 20:36:27
U36993,1,B3,2024-07-22 20:37:21
U36993,1,B6,2024-07-22 20:37:50
U27010,1,B5,2024-07-22 19:54:53
U27010,3,B5,2024-07-22 19:54:53
U27010,1,B20,2024-07-22 19:58:41
U27010,2,B20,2024-07-22 19:58:41
U27010,1,B18,2024-07-22 19:58:58
U27010,1,B19,2024-07-22 20:00:29
U27010,2,B19,2024-07-22 20:00:29
U27010,1,B26,2024-07-22 20:01:20
U17231,1,B13,2024-07-22 19:16:03
U17231,1,B12,2024-07-22 19:17:23
U17231,1,B45,2024-07-22 19:20:23
U17231,2,B45,2024-07-22 19:20:23
U17231,1,B59,2024-07-22 19:21:24
U17231,2,B59,2024-07-22 19:21:24
U17231,1,B44,2024-07-22 19:22:07
U17231,2,B44,2024-07-22 19:22:07
U17231,1,B47,2024-07-22 19:22:32
U17231,2,B47,2024-07-22 19:22:32
U17233,1,B18,2024-07-22 19:32:10
U17233,1,B5,2024-07-22 19:36:17
U17233,2,B5,2024-07-22 19:36:17
U17233,1,B21,2024-07-22 19:37:54
U17233,2,B21,2024-07-22 19:37:54
U17233,1,B7,2024-07-22 19:41:26
U17233,2,B7,2024-07-22 19:41:26
U17233,1,B27,2024-07-22 19:42:12
U48098,1,B5,2024-07-22 18:59:08
U48098,1,B60,2024-07-22 19:02:01
U48098,3,B60,2024-07-22 19:02:01
U48098,1,B21,2024-07-22 19:02:10
U48098,1,B15,2024-07-22 19:04:22
U48098,3,B15,2024-07-22 19:04:22
U326,1,B18,2024-07-22 21:26:25
U326,1,B5,2024-07-22 21:31:16
U326,2,B5,2024-07-22 21:31:16
U326,1,B60,2024-07-22 21:33:10
U326,2,B60,2024-07-22 21:33:10
U326,1,B21,2024-07-22 21:33:27
U326,1,B15,2024-07-22 21:34:41
U326,2,B15,2024-07-22 21:34:41
U326,1,B72,2024-07-22 21:37:44
U326,2,B72,2024-07-22 21:37:44
U327,1,B5,2024-07-22 16:41:33
U327,2,B5,2024-07-22 16:41:33
U327,1,B21,2024-07-22 16:44:36
U327,3,B21,2024-07-22 16:44:36
U327,1,B15,2024-07-22 16:45:18
U327,1,B17,2024-07-22 16:54:02
U327,3,B17,2024-07-22 16:54:02
U327,1,B10,2024-07-22 16:57:33
U327,2,B10,2024-07-22 16:57:33
U329,1,B13,2024-07-22 22:31:40
U329,1,B12,2024-07-22 22:32:53
U329,1,B45,2024-07-22 22:36:14
U329,2,B45,2024-07-22 22:36:14
U329,1,B59,2024-07-22 22:37:35
U329,2,B59,2024-07-22 22:37:35
U329,1,B44,2024-07-22 22:38:07
U329,2,B44,2024-07-22 22:38:07
U329,1,B47,2024-07-22 22:38:49
U329,2,B47,2024-07-22 22:38:49
U329,1,B42,2024-07-22 22:40:01
U329,2,B42,2024-07-22 22:40:01
U329,1,B52,2024-07-22 22:41:05
U329,3,B52,2024-07-22 22:41:05
U329,1,B43,2024-07-22 22:41:50
U329,2,B43,2024-07-22 22:41:50
U329,1,B35,2024-07-22 22:45:25
U329,2,B35,2024-07-22 22:45:25
U36998,1,B5,2024-07-22 17:00:32
U36998,3,B5,2024-07-22 17:00:32
U36998,1,B60,2024-07-22 17:01:14
U36998,1,B21,2024-07-22 17:01:38
U36998,2,B21,2024-07-22 17:01:38
U36998,1,B15,2024-07-22 17:03:32
U36998,3,B15,2024-07-22 17:03:32
U36998,1,B17,2024-07-22 17:09:26
U36998,2,B17,2024-07-22 17:09:26
U53865,1,B3,2024-07-22 21:32:47
U53865,2,B3,2024-07-22 21:32:47
U53865,1,B2,2024-07-22 21:35:26
U53865,2,B2,2024-07-22 21:35:26
U53865,1,B5,2024-07-22 21:35:56
U53865,2,B5,2024-07-22 21:35:56
U53865,1,B4,2024-07-22 21:38:18
U53865,2,B4,2024-07-22 21:38:18
U345,1,B47,2024-07-22 18:30:11
U345,2,B47,2024-07-22 18:30:11
U345,3,B47,2024-07-22 18:30:11
U345,1,B44,2024-07-22 18:35:16
U345,3,B44,2024-07-22 18:35:16
U345,1,B59,2024-07-22 18:35:55
U345,2,B59,2024-07-22 18:35:55
U345,1,B45,2024-07-22 18:37:15
U345,2,B45,2024-07-22 18:37:15
U345,1,B13,2024-07-22 18:42:33
U345,2,B13,2024-07-22 18:42:33
U345,1,B3,2024-07-22 18:49:02
U345,2,B3,2024-07-22 18:49:02
U345,1,B26,2024-07-22 19:00:45
U345,2,B26,2024-07-22 19:00:45
U17241,1,B44,2024-07-22 16:38:40
U17241,2,B44,2024-07-22 16:38:40
U17241,1,B47,2024-07-22 16:39:14
U17241,2,B47,2024-07-22 16:39:14
U17241,1,B42,2024-07-22 16:39:58
U17241,2,B42,2024-07-22 16:39:58
U17241,1,B52,2024-07-22 16:40:49
U17241,2,B52,2024-07-22 16:40:49
U17241,1,B43,2024-07-22 16:42:05
U17241,3,B43,2024-07-22 16:42:05
U17241,1,B46,2024-07-22 16:44:09
U17241,3,B46,2024-07-22 16:44:09
U17241,1,B35,2024-07-22 16:46:26
U17241,2,B35,2024-07-22 16:46:26
U17241,1,B52,2024-07-22 22:51:47
U17241,2,B52,2024-07-22 22:51:47
U17241,1,B42,2024-07-22 22:53:15
U17241,3,B42,2024-07-22 22:53:15
U17241,1,B47,2024-07-22 22:54:09
U17241,3,B47,2024-07-22 22:54:09
U17241,1,B44,2024-07-22 22:55:43
U17241,3,B44,2024-07-22 22:55:43
U17241,1,B59,2024-07-22 22:56:23
U17241,2,B59,2024-07-22 22:56:23
U17241,1,B25,2024-07-22 23:05:07
U17241,2,B25,2024-07-22 23:05:07
U17241,1,B23,2024-07-22 23:08:50
U17241,2,B23,2024-07-22 23:08:50
U17241,1,B4,2024-07-22 23:11:55
U17241,2,B4,2024-07-22 23:11:55
U17241,1,B76,2024-07-22 23:12:44
U17241,1,B22,2024-07-22 23:16:30
U53866,1,B2,2024-07-22 19:39:08
U53866,1,B5,2024-07-22 19:39:48
U53866,2,B5,2024-07-22 19:39:48
U53866,1,B4,2024-07-22 19:42:29
U53866,2,B4,2024-07-22 19:42:29
U53866,1,B21,2024-07-22 19:48:03
U53866,2,B21,2024-07-22 19:48:03
U53866,1,B15,2024-07-22 19:48:57
U53866,1,B21,2024-07-22 22:45:46
U53866,2,B21,2024-07-22 22:45:46
U53866,1,B5,2024-07-22 22:48:33
U53866,2,B5,2024-07-22 22:48:33
U53866,1,B4,2024-07-22 22:49:54
U53866,1,B2,2024-07-22 23:04:57
U53866,3,B2,2024-07-22 23:04:57
U53866,1,B3,2024-07-22 23:06:28
U53866,2,B3,2024-07-22 23:06:28
U53866,1,B6,2024-07-22 23:07:38
U17244,1,B6,2024-07-22 19:01:16
U17244,3,B6,2024-07-22 19:01:16
U17244,1,B7,2024-07-22 19:19:51
U17244,3,B7,2024-07-22 19:19:51
U17244,1,B72,2024-07-22 19:51:23
U17244,2,B72,2024-07-22 19:51:23
U17244,1,B15,2024-07-22 20:03:37
U17244,2,B15,2024-07-22 20:03:37
U17244,3,B15,2024-07-22 20:03:37
U17244,1,B21,2024-07-22 20:05:08
U17244,2,B21,2024-07-22 20:05:08
U17244,1,B60,2024-07-22 20:06:48
U17244,3,B60,2024-07-22 20:06:48
U17244,1,B5,2024-07-22 20:07:39
U17244,3,B5,2024-07-22 20:07:39
U17244,1,B4,2024-07-22 20:21:40
U17244,2,B4,2024-07-22 20:21:40
U47507,1,B15,2024-07-22 19:37:43
U47507,1,B21,2024-07-22 19:38:33
U47507,1,B5,2024-07-22 19:41:49
U47507,3,B5,2024-07-22 19:41:49
U47507,1,B20,2024-07-22 19:43:58
U47507,1,B2,2024-07-22 22:18:02
U47507,2,B2,2024-07-22 22:18:02
U47507,1,B5,2024-07-22 22:18:20
U47507,1,B21,2024-07-22 22:19:09
U47507,1,B15,2024-07-22 22:20:30
U47507,2,B15,2024-07-22 22:20:30
U47507,1,B7,2024-07-22 23:30:53
U47507,2,B7,2024-07-22 23:30:53
U47507,1,B8,2024-07-22 23:32:20
U47507,1,B3,2024-07-22 23:33:25
U47507,1,B6,2024-07-22 23:34:52
U47507,2,B6,2024-07-22 23:34:52
U349,1,B76,2024-07-22 16:39:20
U349,2,B76,2024-07-22 16:39:20
U349,1,B5,2024-07-22 16:46:04
U349,3,B5,2024-07-22 16:46:04
U349,1,B21,2024-07-22 16:47:04
U349,1,B15,2024-07-22 16:48:10
U349,2,B15,2024-07-22 16:48:10
U349,1,B13,2024-07-22 17:06:02
U349,2,B13,2024-07-22 17:06:02
U349,1,B27,2024-07-22 17:14:37
U349,2,B27,2024-07-22 17:14:37
U349,1,B24,2024-07-22 17:28:02
U349,2,B24,2024-07-22 17:28:02
U349,1,B34,2024-07-22 17:28:50
U349,1,B24,2024-07-22 18:21:19
U349,2,B24,2024-07-22 18:21:19
U349,1,B13,2024-07-22 18:28:19
U349,2,B13,2024-07-22 18:28:19
U349,1,B63,2024-07-22 18:34:19
U349,2,B63,2024-07-22 18:34:19
U349,1,B12,2024-07-22 18:52:40
U349,1,B72,2024-07-22 18:53:18
U349,1,B16,2024-07-22 18:56:51
U349,2,B16,2024-07-22 18:56:51
U349,1,B25,2024-07-22 18:57:32
U37017,1,B44,2024-07-22 19:49:41
U37017,3,B44,2024-07-22 19:49:41
U37017,1,B47,2024-07-22 19:50:38
U37017,3,B47,2024-07-22 19:50:38
U37017,1,B25,2024-07-22 20:05:28
U37017,2,B25,2024-07-22 20:05:28
U37017,1,B34,2024-07-22 20:09:27
U37017,2,B34,2024-07-22 20:09:27
U357,1,B5,2024-07-22 17:35:45
U357,2,B5,2024-07-22 17:35:45
U357,1,B21,2024-07-22 17:37:32
U357,2,B21,2024-07-22 17:37:32
U357,1,B15,2024-07-22 17:38:23
